;author_id;username;author_followers;author_description;author_location
14717;1089265724177215490;babyexplict;442;Selena Gomez ❤️ Lana Del Rey ❤️____________________________________________________Harry ❤️  Louis ❤️ Liam ❤️ Zayn ❤️ Niall ❤️ Halsey;GEKABÊH
14721;310643902;jv_cabrall;801;See you space cowboy;Belo Horizonte, Brasil
14722;1261129216562655234;issoyisso;482;;
14723;891351678024388609;earpxx;4194;to the moon 🌕 (ela/dela) 04/03 • 19/08 @crazyandfan 💍;No mundo Alyce
14724;2906479175;theonenerine;52;As coisas que eu e você amamosÁlamos e luas crescentesNuvens de verão e o cheiro depois da chuva;Palmas, Brasil
14725;895131234678034433;xamdha;309;B̴̺̲̥͓̋̽̍͜͝r̸̡̤̞̫̦̲͈̳̀͊̉̒̃͜͝ͅö̷̹̪̯̝͎̖̗̲͓́̌̆̐̈̊̄͋͑k̴̝͇͚̱̞̿͑e̵̪͍̩̔̈̕̚n̴͓͕̺̘̈͗͊ͅ 🥀;Sorocaba, Brasil
14726;1464299745636421632;cinnemmon;424;;cinnamon
14728;415921608;rafaelhwagner;58;eu tenho medo de insetos;
14729;1280661166231097345;b_santslima;71;pink flamingos, always fascinated me 🦩;Fortaleza, Brasil
14730;1300000603599405057;2benatriz;306;;
14731;1475973095546667014;thadawanda;45;she/her bruxa;Olímpia, Brasil
14732;635651706;mmacadelic;302;;Caraguatatuba, São Paulo
14733;1044257191815974912;ggukdelrey;808;Yoongi is my father, Lizzie’s my mother, Hariel is my bestest friend.                                 🇧🇷+🇪🇸  |  ♀  |  OT7;Tonhão Funilaria & Autopeças 
14734;3080362306;ULTRAMOON13;2549;aí eu fiz oxente? /  (ele/dele);
14735;1294153637715939328;LovxDelRey_;995;Eu a Lana e a Taylor na Itália | Books💌✨;
14736;3439256361;kiernanexplicit;4246;lana del rey artista da década;riley keough
14737;1457533457131872261;shoegayzes;285;futuro cineasta (ele/dele);
14738;1082496264065949698;borgxx;763;@LanaDelRey♡ • @slk_alexx♡ | namoro meu grande amor @maysgetaway;no coração da lele
14739;1125369650131369984;kthwluv_;1201;͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏͏ ͏ ͏ ͏ 𓏲ׄ🎨 Katie McGrant 𝗶𝘀 𝗮𝗿𝘁 ͏ ͏ ͏ ⴰ୧ ₊˚⋆ 🥞 às pessoas que olham para as estrelas e desejam... @bluetlsj ⋆ ࣪;🦏.🤙🏻.🐙.🐛
14740;741792554673446912;MatheusLimaOFF;183;• fan account;
14741;1269367144510300160;umakkeri;126;hay que ser absolutamente modernos;
14742;746791148946137088;oceanblvdsz;4965;#𝐻𝑂𝑁𝐸𝑌𝑀𝑂𝑂𝑁 track 11.;los angeles.
14743;481617872;bcorafa;494;🏳️‍🌈 (ela/dela) // med unesp LX;Botucatu, Brasil
14744;920378158020530176;rosesbloomforya;485;LDR (2014, 2018 & 2019), AM, TLSP & TS / cinephile / 🚗🪩✨🕰 🌊🏘;Barcelona, Spain
14745;1411572895650881536;anjochapado;4812;;Forks, WA
14746;1390820733933215751;statendam;148;Fear fun, fear love, fresh out of fucks forever;Ocean
14747;1292765360;suckstan;953;𝕾𝖊𝖇𝖆𝖘𝖙𝖎𝖆𝖓𝖎𝖘𝖒 𝕮𝖚𝖑𝖙 𝕬𝖓𝖉 𝖌𝖔𝖔𝖉 𝖇𝖔𝖔𝖐𝖘 🕯️📖;
14748;723573148931772417;mandesrey;5110;Chameleon soul  ela/dela  fan account;country club
14749;2185165434;SorTony_;839;♦️ A realidade tende a ser decepcionante☢️ Gay de Fórum 🔬 Biólogo formado com foco na área de Imunologia e Parasitologia.📚Mestrando UFAL PPGCS.;Maceió, Brasil
14750;1081147346161946625;lsaidwx;30;;
14751;1491486333688291338;infinitpatroas;1342;uma hora eu acho meu rumo, nem que eu tente com todos os amores do mundo;Brasília, Brasil
14752;1436704604616634369;yehysteria;167;⋆˚ఎ ☆ ໒˚⋆;ty
14753;1366369480662777862;arc4di4;2465;austin post enthusiast;she/her
14754;1273356978425868290;akyxrm1;440;14:23 / fan acc                                                                                              Norman Fucking Rockwell ⛵;Salvador
14755;1354657240746254339;kinttails;346;florence welch quando criou o mundo;
14756;848600880454750210;LDRaddic;96806;Twitter oficial do Lana Del Rey Addiction dedicado à cantora norte americana Lana Del Rey emaildoldra@gmail.comFan Account;
14757;738811348365103104;Marisa20161;20;Minha beleza;Cidade Ademar, São Paulo
14761;1003446417355165698;ItsMeMaryPearl;86;Advogada, com PHD em compras e escrava de Perola Maria.;
14762;26088019;raianeverissimo;1849;📪De BH, em Salvador 🗞Jornalista 📰Pós Gramática e Texto 👩🏼‍💻Pós Comunicação Integrada e Mídias Sociais 👩‍💻MBA Gestão Mídias Sociais;Salvador, Bahia
14764;1060261488655589383;poxalud;298;;Brasília, Brazil
14768;60098415;bnarj;156;PhD in Biomaterials, Microbiologist. Postdoctoral Fellow at Group of Technology in Biopolymers, PEMM/COPPE/UFRJ;Rio de Janeiro
14770;20140810;gnsgabriel;61;;Belo Horizonte - Brasil
14772;1376641086022635520;angehlica_;286;𝔅𝔞𝔡 𝔳𝔦𝔟𝔢𝔰 𝔞𝔫𝔡 𝔰𝔥𝔦𝔱 𝔭𝔬𝔰𝔱𝔰;Sao Paulo, Brazil
14775;117090462;_rodeigues;384;Quero sorvete de morango com calda de morango pra já;São Paulo
14777;28812937;ana_s_campos;51;;
14779;45945919;dignissima;1668;antifascista;Belo Horizonte, Brasil
14781;49809981;anelisenobre;166;#forabolsonaro;teresina-PI
14784;469845569;ingridmedinak;1231;"Ativista PCD  👩🏽‍🦯 #representatividade; Soul Surfer 🏄‍♀️; ⚠️ As fotos possuem descrição no texto alternativo.";Florianópolis
14785;27956872;LariSNovais94;162;Escritora e Tradutora, mas confeiteira 🍬❤️eei, encontre meus livros no link aqui embaixo:;São Paulo, Brasil
14786;53288193;Marcio_Resende;139;Locutor, Produtor de Áudio & Vídeo e Supervisor;Brasil, São Paulo - SP
14787;734982660;magnusgay;9423;永远' ⋆ 𝘾𝙖.𝙧𝙞.𝙖𝙙  ☾• yoongi × minho ✰(ela/dela);m.yg + l.mh | clã de batatas
14789;30058565;bazito;292;Professor/Pesquisador no Instituto de Química da USP (área de Química Verde e Ambiental).;IQ-USP (São Paulo, SP, Brazil)
14795;1431690378;FilipeKunrath;6127;Jornalista! Tudo que é importante. Futebol, política e sociedade.;
14801;78699081;gentechatacansa;7831;triste e com tesão.;
14804;107455264;TCrepalde;202;• mother of 😻😸 and 🌱🌵🌾• 10h/day trying to solve bugs that I have created• probably listening to music• machine learning engineer;Rio de Janeiro
14805;43569519;MaykSampa;350;;Vila Velha, Brasil
14806;23559805;sincronicidade;757;ex-BBB e socialista de iPhone;Curitiba, Brasil
14807;53242861;mdallin;891;Athleticano;Curitiba
14808;156418946;thatabotelho23;9;✈️🖥️📚😍🐈🐕🏊🚴🏃;RJ
14809;1007260667429244930;DayanaTonon;197;Vivo correndo atrasada entre um compromisso e outro, carregando um copo de café e com cara de séria, tal qual as mulheres poderosas do cinema.;
14810;1153514563620474880;raissapiau;546;Só aperte o botão de seguir se você gosta de cachorros 🫶 Psi que compartilha muito sobre a própria vida, além da psicologia;
14811;838190691230547968;alicealmandes;90;amante de la libetad, feliz y simple;
14813;185708055;hbialyra;865;vinho à beça na cabeça;Rio de Janeiro, Brasil
14824;210199856;MarcelaBonnie;1016;real hot girl shit;
14827;1491804044628615176;Eduardo99356570;94;Sou um jovem aprendiz.;Brasília, Brazil
14829;996098343175630855;addictbangtan;141;Fan account dedicated to these angels known as BTS (OT7), 26yo, B-Army, Love them all, but Busan Y U DO THIS TO ME? Oct/17. Some days hard, some days soft 💜💙;
14831;4852904949;ociosa_mente;138;;Florianópolis, Brasil
14836;1342871988218585091;renathazinhaa;993;;Brasília, Brasil
14837;1446165619615932416;EduardoMegale;13;Conhecereis a verdade e a verdade vos libertará. João 8:32;Campo Grande, Brazil
14838;1301869384647012355;BritezAlexandre;253;Alexandre Amado Britez👷‍♂️Msc. Engenharia Civil👉🏻 Especialista em Inovação, Consultor,Palestrante e Projetista.📺 Apresentador de TV;
14839;810603028373860352;lello_sousa;21;N;
14840;69749195;gaabrees;172;we are wanderers in the darkness.;
14842;1109171611373064194;barbiesurubinha;485;meu estilo de flerte é tipo o da tatá werneck;
14844;726851838608314368;alexandrejazara;68;Músico, cantor, compositor, escritor, presidente da S.M.D.P., apresentador e fundador do Café com Poesia;Sao Paulo, Brazil
14845;768278252766896129;emsxxn;170;;Manaus, Brasil
14847;227505045;anaeomar_;186;Você me faz rir, mas não é engraçado!;SP - Brasil
14849;1328051863330152448;vanncarola;330;medvet 🐶🐱❤| @atletico 🖤🤍 | Universo 🌌;Belo Horizonte, Brasil
14852;330628430;aleebsb;528;ESSE CLUBE É MINHA VIDA, É O MEU AMOR @FluminenseFC  ❤️💚;Brasilia - DF
14853;109584874;aanasbs;349;as lágrimas dela cavalgam com o vento... você é forte || psicologia, mãe de pets, ariana sem paciência, viciada em coca cola e... macumbeira 🌈🐚;São Paulo
14854;1222288046114189317;paulinholiver40;3158;Minha outra conta foi bloqueada. @SaoPauloFC e @Seahawks e Integrante do @TribunaSPFC #PraSempreM1TO #VamosSaoPaulo #JB #APB 2️⃣2️⃣ #Brasil;Guarulhos/SP 
14858;1345798886624014344;cortesocialista;235;;
14862;202391800;_carolmc;257;;
14863;83412317;felipepdavid;669;Potiguar pelo mundo! 🇧🇷🇨🇦🏳️‍🌈 Sol em ♓ Ascendente em ♋ Lua em ♐ Filho de Iemanjá 🧜‍♀️💙🌊 e Protegido por Mª Padilha das Almas 🌹;
14864;116537850;elengoulding;1563;apaixonada por programação, fã da ex-cantora e recém mamãe riana, alcoolatra e viciada em joguinhos. ESTAMOS NO PERÍODO DE SÓ FALAR DE BBB.;Me segue lá na Twitch :)
14866;778766106156756992;augustomangusto;261;designer visual e artista 3D quando dá;Porto Alegre, Brasil
14868;67450534;_viviansena;368;;Sao Paulo - Brasil
14871;2781822315;attgabes;432;se você me leva a sério significa que sua vida está indo só ladeira a baixo meu amigo;
14872;1745947489;tianeisi;608;...;Rosário do Sul, Brasil
14875;1606718348;cibacafe;515;vou mostrando como sou e vou sendo como posso;
14879;24552679;vivi_mmg;130;só estou aqui para comentar sobre meus gostos duvidosos e desabafar sobre coisas aleatórias ♡;
14880;147657340;hmguria;764;Sou Batman nas madrugadas e Superman nas horas vagas. @cbjroficial @realpaulwalker @paulogustavo31;1327
14881;10887302;carolfoxbw;1219;(Bi-lociraptor) 🦊🏳️‍🌈 the BI in bitch 🧐💗💜💙| Refinada curadoria de RTs|;Sao Paulo, Brazil
14882;14530442;donalilian;3812;Estrela do Oriente nesses mares do Sul.;Lisbon, Portugal
14883;27626314;tarciozemel;366;"""Pouco com Deus é muito; muito sem Deus é nada."" ✞Eu não sou ""conservador""; você que é débil mental. 🇧🇷";
14889;4660963096;oliluara;2024;;Barcelona, Spain
14890;40477476;RiikAndrade;1586;Since 92-Gravo vídeos para Internet 📸@RiikAndrade 🎥1910Cast https://t.co/u9VfWqR2N4 🎥@SCCP;013
14891;522697589;um1up;905;se não anotou a placa do caminhão, segue: S0L11UP - se tudo explodir me encontre no koo @lesbica;Florianópolis, Brasil
14894;2674046700;NinaBruxel;168;;
14895;126049778;Roger_Galli;114;Grêmio Foot-Ball Porto Alegrense, nada pode ser maior.;Porto Alegre - RS
14896;121214098;davidisse;324;quando cheguei, aqui era tudo mato!;
14899;577135355;dafnetesch;247;💍Noiva do @srhenriquesilva - Gremista, Bookstan, Séries, F1, Patriots, Mia San Mia📲 Redes: @dafne_tesch- MEU LIVRO NO LINK:;Porto Alegre, Brasil
14903;30021190;oalain;12;;
14904;1059860122418188288;maisumcoringa;889;Leia as instruções, mesmo que não vá segui-las.;Manaus, Brasil
14905;1387471697872367617;loresmoraesrey;45;;
14907;66120368;7naiana;364;SCCP Feminino, MU Women, PSG Feminine, CP23, ACFC.;Pará / Rio de Janeiro, Brasil
14909;1262595411220541441;veg_bookworm;260;Jornalismo - UFRGS 🗞️|Comunicadora que não sabe se comunicar | ela/elu | Vegan | Bissexual;Porto Alegre, Brasil
14914;266673423;netosleite;169;Sou mais um...;Brasil
14917;1281663734201700353;itsmissoares;95;It's only crazy until you do it;Salvador
14918;68273316;lumaisg;554;T.P.B Streamer (note morreu, lives off por enquanto).Hopeful SG 🎀 Help me become oficial, link in bio 💦.Onlyfans Link 50% OFF 👇🏼🔞;
14927;1186016672135688193;karolMsss;62;Recuerda que nadie puede cortar tus alas.;
14930;2618264884;marciano_renato;302;Brócolis.;
14936;67070723;VictorYonemura;193;;Curitiba
14939;59557511;tmrwismydayoff;202;-;São Paulo, Brasil
14940;518102065;gardenofwills;548;A mente é seu próprio lugar e em si mesma pode fazer um céu do inferno, um inferno do céu...;São Paulo, Brasil
14950;1245587275913637888;delduquerafa;378;;
14951;242530819;purpureeee;126;como perder amigos e irritar pessoas;
14952;4822227436;bluekerols;226;cheia de gases e mistérios 🏳‍🌈 ela/dela advogada por acidente;Salvador, Brazil
14953;362718252;jescadantas;1037;Produtora cultural e no off: fofoqueira sapatona & sonsa;Salvador, Brasil
14955;48146553;MarcioMio;504;Marido da Paty, pai do Pedro Henrique e do Max 🐾Apaixonado por música🎶Locutor da Rádio Cidade e da Rádio Mania 🎧🎙️;Niterói, Brasil
14961;2934610467;cristianojmt;119;Advogado, Direito Público e Empresarial. Sorriso/MT;Sorriso, Mato Grosso, Brasil
14962;3391248232;melodraine;336;it's not professional and it's not ethical;
14964;1024418735237607425;galabresa_;58;fada com defeitos;São Paulo, Brasil
14966;2777974379;IsadoraWerner_;418;21|Porto Alegre 🇮🇩 Adm UFRGS;
14968;1127745607;giorgiaalapont;758;arquitetura & urbanismo/ UFRGS;Arena do Grêmio
14969;166963534;wgiordanoo;120;INSTA: @walbertogiordano;Belo Horizonte, Brasil
14970;1379774668299636741;Ranjeet17370075;20;Criminal Defense Lawyer | Martial - Art Lover | Believe in humanity | मेरे देश का सम्मान और मेरी भारतीय सेना का सम्मान मेरे लिए सरोपरी है। जय हिंद !जय भारत!🇮🇳;Gwalior 
14972;1367892283773845504;mushialt;474;🏳‍🌈 mushialt fears no one. 18 !;ｷ⠀𝟿𝟸⠀˓⠀liz⠀ִֶָ⠀나⠀⊹⠀🦋𓈒
14973;56849406;CatherineMello;2697;Moonshine, your love it makes me come alive;Plutão
14974;242786410;celosouzasantos;192;;Porto Alegre
14975;1016854632977530880;chibatzion2;99;“frankly, my dear, I don't give a damn”;Orlando, FL
14979;1953189806;Mandareli;146;A gente não quer só comida, a gente quer comida, diversão e arte!;Belo Horizonte, Brasil
14982;4822852937;alterardepois;173;tristeza não tem fimfelicidade sim;Natal
14983;42673471;AmandaBoscato;1010;Olhar intenso, sorriso meigo e alma colorida. 🏳️‍🌈📍Brasil 🇧🇷 // MG 🔺 Mexicana de corazón.🇲🇽/ 🤍Anahi;Brasil
14989;908925325;jubelievesin_JB;3435;🐶🦁🐷🐨🐻🐱🐺🐰🐙🐞🐥❤ || CRVG ✠ • celtics ☘️ || CUIDE DO PLANETA!!! 🌍 || #VIDASPRETASIMPORTAM;Rio de Janeiro
14992;17442588;guilhermeb;587;Formado em Design Gráfico e Fotógrafo por profissão.;Brasil
14997;4830231879;soskiylie;237;https://t.co/Z6Avyl1XAZ;
14998;838570332466343936;FazoloDJ;71;surfing the waves of life since 1995;Cristo Rei, Várzea Grande
14999;175095291;manxl0;271;o truque do coelho na cartola é meu https://t.co/CPRYAOflU0;
15003;63297350;FonsecaAngelica;274;Se não for pra reclamar eu nem tinha nascido. 💁🏻‍♀️ | IG: @fonsecaangelica;Gravataí / Rio Grande do Sul
15004;276472944;izdrrafael;519;Freud essa bct;
15006;1253795263648587780;JniorS65654714;2;;
15007;1406036771528380417;lysophii;16;La vie en rose🌹;
15008;149961547;rafaelgandine;1371;🎨 Character Designer and Illustrator📬 Open for jobs: rafaelgandine.art@gmail.com📸 https://t.co/MfpZT7iyBl;Vitória, ES
15009;51732064;emersonlins;674;Paulista de nascença e Nordestino de coração.;Fortaleza, Brasil
15010;1400931694312632328;kkissthis;1837;✵⋆ Tamino Amir's professional wine glass holder🍷⋆✵📖 Master and Maragarita & Piranesi;22 she/her 🚫 NSFW
15012;492686054;TaniaNatalia25;97;Artista.;Brasil (SP)
15014;2300380767;robertost1806;59;Rolê na casa de Potifar!! Favor levar o que for beber...;Taubaté, Brasil
15015;199568389;jonassmarques;2734;Mestre supremo em trocadilhos, sysadmin e tutor de 6 gatos. Ah, e cego também.Seja bem-vinde ao meu caos particular.DMS são abertas.Beba água.;São Paulo
15021;90695575;ingridcohen_;181;In this very moment, I'm king.;
15027;1226755082320056320;madlywoman;437;ela/dela ☭ ts&hs;
15029;1076756042883698688;jgustavo_os;114;jornalismo, ufrn;Natal, Brasil
15033;2477459107;Jhosiassantos2;290;Quem não vive, não tem história pra contar.;Brasil
15034;41270862;cccccami;465;meu nome é débora e eu venci o covid CARALHOOOOOOOOOOOOOO;Florianópolis, Brasil
15035;60578751;Aline_Cunha_10;84;;São Paulo, Brasil
15037;1253658728164765699;moraesemversos;5;❤ Te ajudo a reconquistar a pessoa amada🔥 + de 15 mil resultados positivos👇🏽 AGENDE SUA MENTORIA ⬇️https://t.co/aifVndLApp;Salvador-BA
15039;135840298;edinho_elroca;101;;Rio de Janeiro - Brasil
15040;1083868801698091008;martinscaroli;421;;
15047;28327640;ana_luckman;459;jornalista | doutora | servidora federal | estudante de letras-francês | de esquerda | mãe de gato | let love rule | sapere aude;Florianópolis, SC, Brasil
15048;105191746;PCezatti;1094;A ironia é que em época de eleição o povo do maior país católico do mundo mostra que não é bom devoto. #TolerânciaZeroAoCrime #PeloFimDoForoPrivilegiado;New York, USA
15050;1441915331266580480;HakushoPlay;352;A rapudura é doce, mas não é mole não;
15052;2394630222;LuaPedroza;84;"Nunca duvide de uma profecia🔮;Paraibana Potiguar que um dia será enfermeira de postinho.";Natal/RN
15056;45038682;riobald0;1467;História (2016), Letras (2021). Doutorando em Estudos Literários (UFES). Estudo literatura e animalidade, cozinho e reclamo. Não necessariamente nessa ordem.;Vitória, Brasil
